설치지역,전처리_주소,방범용 번호,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
삼송동 325 (고양중학교),삼송동 325,S-5730,경기도 고양시 덕양구 삼송동 325,126.8836425,37.6505776,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 325,10589,4128157600,삼송1동,4128111100,삼송동
삼송동 393-3,삼송동 393-3,S-5731,경기도 고양시 덕양구 삼송동 393-3,126.8893745,37.6514787,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 393-3,NULL,4128157600,삼송1동,4128111100,삼송동
오금동 374-9,오금동 374-9,S-5732,경기도 고양시 덕양구 오금동 374-9,126.8957175,37.6639272,인근좌표,41281,구주소,,경기도 고양시 덕양구 오금동 374-9,NULL,,,4128111000,오금동
오금동 694-1,오금동 694-1,S-5733,경기도 고양시 덕양구 오금동 694-1,126.8945295,37.6630241,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 오금동 694-1,NULL,4128157600,삼송1동,4128111000,오금동
삼송동 382,삼송동 382,S-5734,경기도 고양시 덕양구 삼송동 382,126.8768487,37.6434401,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 382,NULL,4128157600,삼송1동,4128111100,삼송동
대자동 1188-21,대자동 1188-21,S-5735,경기도 고양시 덕양구 대자동 1188-21,126.8919873,37.6708751,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 통일로414번길 80,경기도 고양시 덕양구 대자동 1188-21,10278,4128159000,고양동,4128111700,대자동
삼송동 272-4 (덕수 근린공원),삼송동 272-4,S-5736,경기도 고양시 덕양구 삼송동 272-4,126.8800891,37.6464803,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 272-4,10574,4128157600,삼송1동,4128111100,삼송동
삼송동 391,삼송동 391,S-5737,경기도 고양시 덕양구 삼송동 391,126.8875362,37.649362,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 삼송로193번길 47,경기도 고양시 덕양구 삼송동 391,NULL,4128157600,삼송1동,4128111100,삼송동
삼송동 128-105 (새솔교),삼송동 128-105,S-5738,경기도 고양시 덕양구 삼송동 128-105,126.8947762,37.6517366,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신도길 19,경기도 고양시 덕양구 삼송동 128-105,10590,4128157600,삼송1동,4128111100,삼송동
오금동 34-2,오금동 34-2,S-5739,경기도 고양시 덕양구 오금동 34-2,126.9190415,37.6632783,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 오금동 34-2,10574,4128157600,삼송1동,4128111000,오금동
삼송동 산 47-1,삼송동 산 47-1,S-5740,경기도 고양시 덕양구 삼송동 산 47-1,126.8849151,37.6526259,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 산47-1,10556,4128157600,삼송1동,4128111100,삼송동
삼송동 391,삼송동 391,S-5741,경기도 고양시 덕양구 삼송동 391,126.8875362,37.649362,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 삼송로193번길 47,경기도 고양시 덕양구 삼송동 391,NULL,4128157600,삼송1동,4128111100,삼송동
삼송동 272-4 (덕수 근린공원),삼송동 272-4,S-5742,경기도 고양시 덕양구 삼송동 272-4,126.8800891,37.6464803,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 272-4,10574,4128157600,삼송1동,4128111100,삼송동
원흥동 699,원흥동 699,S-5744,경기도 고양시 덕양구 원흥동 699,126.8819649,37.6506068,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 원흥동 699,NULL,4128157700,삼송2동,4128110400,원흥동
삼송동 128-36,삼송동 128-36,S-5745,경기도 고양시 덕양구 삼송동 128-36,126.8944109,37.6519134,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신도길 16,경기도 고양시 덕양구 삼송동 128-36,10590,4128157600,삼송1동,4128111100,삼송동
삼송동 99-11 (명현학교),삼송동 99-11,S-5746,경기도 고양시 덕양구 삼송동 99-11,126.8841647,37.6565743,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 세솔로 138,경기도 고양시 덕양구 삼송동 99-11,10555,4128157600,삼송1동,4128111100,삼송동
삼송동 50-47 (골목 삼거리),삼송동 50-47,S-5747,경기도 고양시 덕양구 삼송동 50-47,126.8944103,37.6557788,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 삼송로193번길 64,경기도 고양시 덕양구 삼송동 50-47,10556,4128157600,삼송1동,4128111100,삼송동
지축동 766-12,지축동 766-12,S-5748,경기도 고양시 덕양구 지축동 766-12,126.8993893,37.655519,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 통일로214번안길 7,경기도 고양시 덕양구 지축동 766-12,10583,4128157600,삼송1동,4128110900,지축동
지축동 766-131 (숲속반디어린이집),지축동 766-131,S-5749,경기도 고양시 덕양구 지축동 766-131,126.8990582,37.6541464,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 지축동 766-131,10583,4128157600,삼송1동,4128110900,지축동
삼송동 396-10 (삼거리),삼송동 396-10,S-5750,경기도 고양시 덕양구 삼송동 396-10,126.8880143,37.6537815,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 396-10,NULL,4128157600,삼송1동,4128111100,삼송동
삼송동 302,삼송동 302,S-5751,경기도 고양시 덕양구 삼송동 302,126.8875787,37.6533539,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 세솔로 106,경기도 고양시 덕양구 삼송동 302,10557,4128157600,삼송1동,4128111100,삼송동
삼송동 128-66 (새솔교),삼송동 128-66,S-5752,경기도 고양시 덕양구 삼송동 128-66,126.8897487,37.6499415,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신도3길 116,경기도 고양시 덕양구 삼송동 128-66,10590,4128157600,삼송1동,4128111100,삼송동
삼송동 396-10,삼송동 396-10,S-5753,경기도 고양시 덕양구 삼송동 396-10,126.8880143,37.6537815,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 396-10,NULL,4128157600,삼송1동,4128111100,삼송동
오금동 133-1 (자이빌리지 634동 앞),오금동 133-1,S-5754,경기도 고양시 덕양구 오금동 133-1,126.9112435,37.6601791,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 오금동 133-1,10574,4128157600,삼송1동,4128111000,오금동
오금동 135 (자이빌리지 624동 옆),오금동 135,S-5755,경기도 고양시 덕양구 오금동 135,126.9098457,37.6588868,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 오금동 135,10574,4128157600,삼송1동,4128111000,오금동
신원동 294-11 (삼거리),신원동 294-11,S-5756,경기도 고양시 덕양구 신원동 294-11,126.8799266,37.6761492,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 신원동 294-11,10565,4128152000,원신동,4128110300,신원동
삼송동 78  (하늘숲 에벤에셀 어린이집 아래 삼거리),삼송동 78,S-5757,경기도 고양시 덕양구 삼송동 78,126.8889824,37.6542141,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 세솔로2길 52,경기도 고양시 덕양구 삼송동 78,10556,4128157600,삼송1동,4128111100,삼송동
화정동 188-25 (지도변전소 앞 삼거리),화정동 188-25,S-5758,경기도 고양시 덕양구 화정동 188-25,126.8393051,37.6480503,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 화정동 188-25,10470,4128162100,화정1동,4128112300,화정동
오금동 703 (삼거리),오금동 703,S-5759,경기도 고양시 덕양구 오금동 703,126.900348,37.6589067,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 오금동 703,NULL,4128157600,삼송1동,4128111000,오금동
삼송동 292-3 (피프틴 자전거 거치대 옆),삼송동 292-3,S-5760,경기도 고양시 덕양구 삼송동 292-3,126.8960775,37.6533977,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 292-3,NULL,4128157600,삼송1동,4128111100,삼송동
삼송동 398 (삼송역 환승주차장 입구),삼송동 398,S-5761,경기도 고양시 덕양구 삼송동 398,126.8981692,37.6529577,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 큰골길 33-42,경기도 고양시 덕양구 삼송동 398,10574,4128157600,삼송1동,4128111100,삼송동
오금동 702-10 (오금천4교 앞),오금동 702-10,S-5762,경기도 고양시 덕양구 오금동 702-10,126.9174828,37.6636875,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 오금동 702-10,NULL,4128157600,삼송1동,4128111000,오금동
삼송동 319-1 (새솔공원_세솔교옆),삼송동 319-1,S-5766,경기도 고양시 덕양구 삼송동 319-1,126.8891511,37.6497376,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 덕수천1로 112,경기도 고양시 덕양구 삼송동 319-1,10589,4128157600,삼송1동,4128111100,삼송동
삼송동 395 (꿈담미술창작소 앞),삼송동 395,S-5767,경기도 고양시 덕양구 삼송동 395,126.8862458,37.6538188,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 395,NULL,4128157600,삼송1동,4128111100,삼송동
신원동 581 (철길 옆),신원동 581,S-5768,경기도 고양시 덕양구 신원동 581,126.8828491,37.6793215,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 신원동 581,NULL,4128152000,원신동,4128110300,신원동
오금동 247-8,오금동 247-8,S-5769,경기도 고양시 덕양구 오금동 247-8,126.9040222,37.66878,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 오금동 247-8,10574,4128157600,삼송1동,4128111000,오금동
신원동 607 (어린이 놀이터(조관공원) 내),신원동 607,S-5770,경기도 고양시 덕양구 신원동 607,126.8859996,37.6665028,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 신원2로 24,경기도 고양시 덕양구 신원동 607,10567,4128152000,원신동,4128110300,신원동
신원동 572 (신원교 사거리),신원동 572,S-5771,경기도 고양시 덕양구 신원동 572,126.8828247,37.6779247,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 신원동 572,NULL,4128152000,원신동,4128110300,신원동
신원동 264-13,신원동 264-13,S-5772,경기도 고양시 덕양구 신원동 264-13,126.8818669,37.6745188,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 신원동 264-13,10566,4128152000,원신동,4128110300,신원동
용두동 394-4 (아랫말 삼거리),용두동 394-4,S-5802,경기도 고양시 덕양구 용두동 394-4,126.8818017,37.6244487,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화랑로 326,경기도 고양시 덕양구 용두동 394-4,10549,4128158000,창릉동,4128111300,용두동
동산동 186-1 (동산동 18통마을회관 앞 삼거리),동산동 186-1,S-5803,경기도 고양시 덕양구 동산동 186-1,126.8935479,37.6428681,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 186-1,10596,4128158000,창릉동,4128111200,동산동
동산동 76-75 (신성마을 입구),동산동 76-75,S-5804,경기도 고양시 덕양구 동산동 76-75,126.8964755,37.6456436,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로1954번길 5,경기도 고양시 덕양구 동산동 76-75,10596,4128158000,창릉동,4128111200,동산동
용두동 438-5 (용두사거리),용두동 438-5,S-5805,경기도 고양시 덕양구 용두동 438-5,126.8822205,37.6305255,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 서오릉로 534,경기도 고양시 덕양구 용두동 438-5,10548,4128158000,창릉동,4128111300,용두동
동산동 391,동산동 391,S-5807,경기도 고양시 덕양구 동산동 391,126.8848125,37.6435697,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 391,NULL,4128158000,창릉동,4128111200,동산동
동산동 393-3,동산동 393-3,S-5808,경기도 고양시 덕양구 동산동 393-3,126.8858814,37.6433186,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 393-3,NULL,4128158000,창릉동,4128111200,동산동
동산동 170-3,동산동 170-3,S-5809,경기도 고양시 덕양구 동산동 170-3,126.8889165,37.6441851,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 170-3,10596,4128158000,창릉동,4128111200,동산동
동산동 346,동산동 346,S-5810,경기도 고양시 덕양구 동산동 346,126.8835756,37.6429363,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 동산1로2길 21-26,경기도 고양시 덕양구 동산동 346,10598,4128158000,창릉동,4128111200,동산동
용두동 558-8,용두동 558-8,S-5811,경기도 고양시 덕양구 용두동 558-8,126.879242,37.641769,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 용두동 558-8,10547,4128158000,창릉동,4128111300,용두동
삼송동 190-5,삼송동 190-5,S-5812,경기도 고양시 덕양구 삼송동 190-5,126.8835347,37.645666,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 190-5,NULL,4128157600,삼송1동,4128111100,삼송동
동산동 225-1,동산동 225-1,S-5813,경기도 고양시 덕양구 동산동 225-1,126.8855542,37.6424685,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 225-1,10547,4128158000,창릉동,4128111200,동산동
동산동 86-2,동산동 86-2,S-5814,경기도 고양시 덕양구 동산동 86-2,126.8961355,37.6464153,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 86-2,10596,4128158000,창릉동,4128111200,동산동
동산동 38-1,동산동 38-1,S-5815,경기도 고양시 덕양구 동산동 38-1,126.9005404,37.6473935,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 화랑로546번길 27,경기도 고양시 덕양구 동산동 38-1,10596,4128158000,창릉동,4128111200,동산동
동산동 349,동산동 349,S-5816,경기도 고양시 덕양구 동산동 349,126.8847142,37.6433255,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 349,10598,4128158000,창릉동,4128111200,동산동
삼송동 288-216,삼송동 288-216,S-5817,경기도 고양시 덕양구 삼송동 288-216,126.8833292,37.6465291,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 288-216,NULL,4128157600,삼송1동,4128111100,삼송동
삼송동 288-82,삼송동 288-82,S-5818,경기도 고양시 덕양구 삼송동 288-82,126.8824716,37.6455298,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 288-82,NULL,4128157600,삼송1동,4128111100,삼송동
동산동 359 (동산초등학교),동산동 359,S-5819,경기도 고양시 덕양구 동산동 359,126.8863938,37.6461886,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 동세로 32,경기도 고양시 덕양구 동산동 359,10597,4128158000,창릉동,4128111200,동산동
삼송동 375,삼송동 375,S-5820,경기도 고양시 덕양구 삼송동 375,126.8798618,37.6457664,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 삼송동 375,NULL,4128157600,삼송1동,4128111100,삼송동
동산동 381,동산동 381,S-5821,경기도 고양시 덕양구 동산동 381,126.8906805,37.6490042,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 381,NULL,4128158000,창릉동,4128111200,동산동
동산동 365 (동산마을 22단지 호반베르디움),동산동 365,S-5822,경기도 고양시 덕양구 동산동 365,126.89017,37.6452331,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 세솔로 25,경기도 고양시 덕양구 동산동 365,10597,4128158000,창릉동,4128111200,동산동
동산동 51-4 (동산삼거리),동산동 51-4,S-5823,경기도 고양시 덕양구 동산동 51-4,126.9036075,37.6468815,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로2024번길 2,경기도 고양시 덕양구 동산동 51-4,10596,4128158000,창릉동,4128111200,동산동
"동산동 47-118 (어린이집앞,마을초입)",동산동 47-118,S-5826,경기도 고양시 덕양구 동산동 47-118,126.9001887,37.6466514,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 47-118,10596,4128158000,창릉동,4128111200,동산동
용두동 321-17 (용두초등학교),용두동 321-17,S-5827,경기도 고양시 덕양구 용두동 321-17,126.892242,37.6216909,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 용두동 321-17,10549,4128158000,창릉동,4128111300,용두동
동산동 363 (고양동산고등학교),동산동 363,S-5828,경기도 고양시 덕양구 동산동 363,126.8885841,37.6452001,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 363,10597,4128158000,창릉동,4128111200,동산동
동산동 275-7 (비닐하우스 주변),동산동 275-7,S-5829,경기도 고양시 덕양구 동산동 275-7,126.8835056,37.6415571,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로 1836,경기도 고양시 덕양구 동산동 275-7,10547,4128158000,창릉동,4128111200,동산동
동산동 57 (스타캐슬),동산동 57,S-5830,경기도 고양시 덕양구 동산동 57,126.8938919,37.6418262,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 고양대로2002번길 62-11,경기도 고양시 덕양구 동산동 57,10596,4128158000,창릉동,4128111200,동산동
용두동 568-30 (비닐하우스 주변),용두동 568-30,S-5831,경기도 고양시 덕양구 용두동 568-30,126.8784003,37.6321832,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 용두동 568-30,10547,4128158000,창릉동,4128111300,용두동
동산동 388 (화성파크드림 끝 삼거리),동산동 388,S-5832,경기도 고양시 덕양구 동산동 388,126.8849259,37.642805,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 388,NULL,4128158000,창릉동,4128111200,동산동
"동산동 56-54 (영원사 올라가는 길, 코지캐슬2차앞)",동산동 56-54,S-5833,경기도 고양시 덕양구 동산동 56-54,126.8982729,37.6436332,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 56-54,10596,4128158000,창릉동,4128111200,동산동
용두동 284-15 (창릉18통 마을회관 앞 삼거리),용두동 284-15,S-5834,경기도 고양시 덕양구 용두동 284-15,126.8874307,37.6245289,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 용두동 284-15,10549,4128158000,창릉동,4128111300,용두동
용두동 893-31 (삼거리(한전주)),용두동 893-31,S-5835,경기도 고양시 덕양구 용두동 893-31,126.8816246,37.6219061,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 용두동 893-31,10549,4128158000,창릉동,4128111300,용두동
동산동 327-26 (주택가 삼거리),동산동 327-26,S-5836,경기도 고양시 덕양구 동산동 327-26,126.9012552,37.6442556,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 동산동 327-26,NULL,4128158000,창릉동,4128111200,동산동
고양동 270-13 (미래하이츠빌라 A동),고양동 270-13,S-5901,경기도 고양시 덕양구 고양동 270-13,126.8948084,37.7022928,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대양로285번길 16,경기도 고양시 덕양구 고양동 270-13,10273,4128159000,고양동,4128111600,고양동
고양동 30 (근린공원 앞),고양동 30,S-5903,경기도 고양시 덕양구 고양동 30,126.9003924,37.7058139,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 동헌로 436,경기도 고양시 덕양구 고양동 30,10274,4128159000,고양동,4128111600,고양동
고양동 722 (목암초교정문앞),고양동 722,S-5904,경기도 고양시 덕양구 고양동 722,126.9047419,37.7138824,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 푸른마을로 63,경기도 고양시 덕양구 고양동 722,10270,4128159000,고양동,4128111600,고양동
고양동 184-49 (고양아트빌라),고양동 184-49,S-5905,경기도 고양시 덕양구 고양동 184-49,126.9035769,37.7051948,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 184-49,10274,4128159000,고양동,4128111600,고양동
대자동 1216 (전원마을 입구),대자동 1216,S-5906,경기도 고양시 덕양구 대자동 1216,126.8887796,37.7111291,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 대자동 1216,NULL,4128159000,고양동,4128111700,대자동
고양동 444-4 (주택가),고양동 444-4,S-5907,경기도 고양시 덕양구 고양동 444-4,126.9025142,37.7003555,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 444-4,NULL,4128159000,고양동,4128111600,고양동
고양동 240-38 (방글방글어린이집),고양동 240-38,S-5908,경기도 고양시 덕양구 고양동 240-38,126.9006188,37.7020048,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 혜음로13번길 20,경기도 고양시 덕양구 고양동 240-38,10275,4128159000,고양동,4128111600,고양동
대자동 142-2 (용복교 앞),대자동 142-2,S-5909,경기도 고양시 덕양구 대자동 142-2,126.8934286,37.6822053,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 대자동 142-2,NULL,4128159000,고양동,4128111700,대자동
고양동 328 (고양제1호:어린이공원),고양동 328,S-5910,경기도 고양시 덕양구 고양동 328,126.8968706,37.7046998,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대양로285번길 73,경기도 고양시 덕양구 고양동 328,10273,4128159000,고양동,4128111600,고양동
고양동 920 (동원빌라 앞),고양동 920,S-5911,경기도 고양시 덕양구 고양동 920,126.9015899,37.7161146,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 보광로12번길 40,경기도 고양시 덕양구 고양동 920,10271,4128159000,고양동,4128111600,고양동
고양동 396-3 (나성그린빌라 앞),고양동 396-3,S-5912,경기도 고양시 덕양구 고양동 396-3,126.8971545,37.7054413,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 396-3,10273,4128159000,고양동,4128111600,고양동
벽제동 541-14 (상곡마을 입구),벽제동 541-14,S-5913,경기도 고양시 덕양구 벽제동 541-14,126.9102172,37.7287818,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 벽제동 541-14,10267,4128159000,고양동,4128111400,벽제동
고양동 366 (씨유편의점 앞 오거리),고양동 366,S-5914,경기도 고양시 덕양구 고양동 366,126.8982868,37.7047941,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 읍내로 81-1,경기도 고양시 덕양구 고양동 366,10273,4128159000,고양동,4128111600,고양동
"고양동 62-2 (고양공원, 놀이터주변)",고양동 62-2,S-5915,경기도 고양시 덕양구 고양동 62-2,126.8996508,37.7045816,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 62-2,10274,4128159000,고양동,4128111600,고양동
"고양동 1131 (벽제1호어린이공원, 풍림10단지 앞)",고양동 1131,S-5916,경기도 고양시 덕양구 고양동 1131,126.9031159,37.7149305,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 1131,10270,4128159000,고양동,4128111600,고양동
"고양동 752 (벽제2호어린이공원, 풍림8단지 앞)",고양동 752,S-5917,경기도 고양시 덕양구 고양동 752,126.904844,37.7115678,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 푸른마을로 37,경기도 고양시 덕양구 고양동 752,10270,4128159000,고양동,4128111600,고양동
대자동 358-6 (가로수집사거리),대자동 358-6,S-5919,경기도 고양시 덕양구 대자동 358-6,126.8883062,37.6828419,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 통일로542번길 5-30,경기도 고양시 덕양구 대자동 358-6,10282,4128159000,고양동,4128111700,대자동
고양동 974 (영일축산물 앞),고양동 974,S-5920,경기도 고양시 덕양구 고양동 974,126.9017922,37.7177743,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 974,10271,4128159000,고양동,4128111600,고양동
벽제동 562-3 (나노가구 앞),벽제동 562-3,S-5921,경기도 고양시 덕양구 벽제동 562-3,126.9110834,37.7316009,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 보광로 194,경기도 고양시 덕양구 벽제동 562-3,10267,4128159000,고양동,4128111400,벽제동
선유동 523-3 (삼거리),선유동 523-3,S-5922,경기도 고양시 덕양구 선유동 523-3,126.9099291,37.6779801,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 선유동 523-3,10277,4128159000,고양동,4128111500,선유동
고양동 8-4 (나래유치원 앞),고양동 8-4,S-5923,경기도 고양시 덕양구 고양동 8-4,126.9019584,37.708054,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 혜음로 85,경기도 고양시 덕양구 고양동 8-4,10272,4128159000,고양동,4128111600,고양동
고양동 407-8 (청구아파트 인근 삼거리),고양동 407-8,S-5924,경기도 고양시 덕양구 고양동 407-8,126.8960307,37.7062777,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 407-8,10273,4128159000,고양동,4128111600,고양동
대자동 19-4 (빈정1교 앞 4거리),대자동 19-4,S-5925,경기도 고양시 덕양구 대자동 19-4,126.8993829,37.6943256,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 대자동 19-4,NULL,4128159000,고양동,4128111700,대자동
대자동 305 (경기유치원),대자동 305,S-5926,경기도 고양시 덕양구 대자동 305,126.8894839,37.6814114,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 통일로542번길 27,경기도 고양시 덕양구 대자동 305,10282,4128159000,고양동,4128111700,대자동
고양동 1116 (벽제동소공원),고양동 1116,S-5927,경기도 고양시 덕양구 고양동 1116,126.9037907,37.7191625,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 1116,NULL,4128159000,고양동,4128111600,고양동
고양동 444-12 (고양동 공공어린이공원),고양동 444-12,S-5928,경기도 고양시 덕양구 고양동 444-12,126.9013077,37.709877,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 444-12,10272,4128159000,고양동,4128111600,고양동
고양동 352-6 (화성그린아파트 뒤 4거리),고양동 352-6,S-5929,경기도 고양시 덕양구 고양동 352-6,126.8982825,37.7035507,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 352-6,10273,4128159000,고양동,4128111600,고양동
고양동 239-21 (신임마누엘어린이집),고양동 239-21,S-5930,경기도 고양시 덕양구 고양동 239-21,126.8990223,37.7018367,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 혜음로13번길 47,경기도 고양시 덕양구 고양동 239-21,10275,4128159000,고양동,4128111600,고양동
고양동 722 (목암초교),고양동 722,S-5931,경기도 고양시 덕양구 고양동 722,126.9047419,37.7138824,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 푸른마을로 63,경기도 고양시 덕양구 고양동 722,10270,4128159000,고양동,4128111600,고양동
고양동 413-4 (성실유치원),고양동 413-4,S-5932,경기도 고양시 덕양구 고양동 413-4,126.8944244,37.7067672,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 413-4,10273,4128159000,고양동,4128111600,고양동
고양동 516 (푸른마을 1단지 앞 보행육교),고양동 516,S-5933,경기도 고양시 덕양구 고양동 516,126.9040544,37.7074248,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 516,10270,4128159000,고양동,4128111600,고양동
고양동 266,고양동 266,S-5934,경기도 고양시 덕양구 고양동 266,126.8958473,37.7033567,정좌표,4.12811E+18,구주소,,경기도 고양시 덕양구 고양동 266,10273,4128159000,고양동,4128111600,고양동
고양동 328-3 (예원교회 앞),고양동 328-3,S-5935,경기도 고양시 덕양구 고양동 328-3,126.8969894,37.7043405,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 대양로285번길 73,경기도 고양시 덕양구 고양동 328-3,10273,4128159000,고양동,4128111600,고양동
고양동 401-1,고양동 401-1,S-5936,경기도 고양시 덕양구 고양동 401-1,126.8960309,37.7055029,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 혜음로 53-1,경기도 고양시 덕양구 고양동 401-1,10273,4128159000,고양동,4128111600,고양동
고양동 145-4 (수정빌라 5동 앞),고양동 145-4,S-5937,경기도 고양시 덕양구 고양동 145-4,126.9026393,37.704177,정좌표,4.12811E+18,구주소,경기도 고양시 덕양구 벽제관로 14-9,경기도 고양시 덕양구 고양동 145-4,10274,4128159000,고양동,4128111600,고양동
